,esrb_rating,no_descriptors,strong_language,blood_and_gore,blood,mild_fantasy_violence,sexual_themes,intense_violence,strong_sexual_content,simulated_gambling,language
577,2,0,0,0,0,0,0,0,0,1,0
578,2,0,0,0,0,0,0,0,0,0,1
579,2,0,0,0,0,0,0,0,0,0,1
580,1,0,0,0,0,0,0,0,0,0,0
581,2,0,0,1,0,0,0,0,0,0,0
582,2,1,0,0,0,0,0,0,0,0,1
583,2,0,0,0,1,0,0,0,0,0,0
584,2,0,0,0,1,0,0,0,0,0,1
585,2,0,0,0,0,0,0,0,0,0,0
586,2,0,0,0,0,0,0,0,0,0,0
587,2,0,0,0,1,0,0,1,0,0,0
588,0,1,0,0,0,0,0,0,0,0,0
589,0,1,0,0,0,0,0,0,0,0,0
590,0,0,0,0,0,1,0,0,0,0,0
591,2,0,0,0,1,0,0,0,0,0,1
592,0,1,0,0,0,0,0,0,0,0,0
593,0,1,0,0,0,0,0,0,0,0,0
594,3,0,1,0,1,0,0,0,0,0,0
595,0,1,0,0,0,0,0,0,0,0,0
596,0,0,0,0,0,0,0,0,0,0,0
597,2,1,0,0,1,0,0,1,0,0,0
598,3,0,1,0,1,0,0,0,0,0,0
599,2,0,0,0,1,0,0,0,0,0,1
600,3,0,0,1,0,0,0,1,1,0,0
601,2,0,0,0,1,0,0,1,0,0,0
602,1,0,0,0,0,0,0,0,1,0,0
603,0,1,0,0,0,0,0,0,0,0,0
604,1,0,0,0,0,0,0,0,0,0,0
605,3,0,1,1,0,0,0,0,0,0,0
606,0,1,0,0,0,0,0,0,0,0,0
607,0,0,0,0,0,1,0,0,0,0,0
608,2,0,0,0,1,0,1,0,0,0,1
609,0,1,0,0,0,0,0,0,0,0,0
610,3,0,1,1,0,0,0,0,0,0,0
611,2,0,0,0,1,0,0,0,0,0,0
612,1,1,0,0,0,0,0,0,0,0,0
613,3,0,1,0,1,0,0,0,0,0,0
614,2,0,0,0,0,0,0,0,0,0,0
615,3,0,0,1,0,0,0,0,0,0,0
616,3,0,0,1,0,0,0,1,0,0,0
617,3,0,1,0,0,0,0,0,0,0,0
618,2,0,0,0,1,0,0,1,0,0,0
619,3,0,0,0,1,0,1,0,0,0,0
620,1,0,0,0,0,0,0,0,0,0,0
621,1,0,0,0,0,0,0,0,0,0,0
622,3,0,0,1,0,0,0,1,1,0,0
623,0,0,0,0,0,1,0,0,0,0,0
624,3,0,0,0,1,0,1,0,0,0,0
625,3,0,1,0,1,0,1,0,0,0,0
626,3,1,1,0,1,0,0,0,0,0,0
627,2,0,0,0,0,0,0,0,0,0,1
628,3,0,0,0,0,0,1,0,0,0,0
629,0,0,0,0,0,1,0,0,0,0,0
630,3,0,0,1,0,0,0,0,0,0,0
631,0,1,0,0,0,0,0,0,0,0,0
632,2,0,0,0,0,0,0,0,0,0,0
633,2,0,0,0,0,0,0,0,0,1,0
634,3,0,0,1,0,0,0,0,0,1,0
635,2,0,0,1,0,0,0,0,0,0,1
636,2,0,0,0,1,0,0,0,0,0,1
637,2,0,0,0,1,0,0,1,0,0,0
638,2,0,0,0,1,0,0,1,0,0,0
640,3,0,0,1,0,0,0,1,0,0,0
641,0,0,0,0,0,1,0,0,0,0,0
642,3,0,0,1,0,0,0,1,1,0,0
643,3,0,0,1,0,0,0,0,0,0,0
644,0,0,0,0,0,0,0,0,0,0,0
645,2,0,0,0,1,0,0,1,0,0,0
646,1,0,0,0,0,0,0,0,0,0,0
647,0,0,0,0,0,0,0,0,0,0,0
648,2,0,0,0,0,0,0,0,0,0,0
649,2,0,0,0,0,0,0,0,0,0,0
650,2,0,0,0,0,0,0,0,0,0,0
651,2,0,0,0,1,0,0,0,0,0,1
652,3,0,0,1,0,0,0,1,1,0,0
653,2,0,0,0,0,0,0,0,0,0,1
654,1,0,0,0,0,0,0,0,0,0,0
655,0,1,0,0,0,0,0,0,0,0,0
656,3,0,0,1,0,0,0,1,1,0,0
657,2,0,0,0,0,0,0,0,0,1,0
658,3,0,1,1,0,0,1,0,0,0,1
659,2,0,0,0,1,0,0,0,0,0,0
660,1,1,1,0,0,0,0,1,0,0,0
661,2,0,0,0,0,0,0,0,0,0,0
662,1,0,0,0,0,0,0,0,0,0,0
663,2,0,0,0,0,0,0,0,0,0,1
664,3,0,1,0,1,0,0,0,0,0,0
665,1,0,0,0,0,0,0,0,0,0,0
666,1,0,0,0,0,0,0,0,0,0,0
667,2,0,0,0,0,0,0,0,0,0,0
668,0,0,0,0,0,1,0,0,0,0,0
669,0,0,0,0,0,1,0,0,0,0,0
670,2,0,0,0,1,0,0,0,0,0,0
671,2,0,0,0,0,0,0,0,0,0,0
672,0,1,0,0,0,0,0,0,0,0,0
673,2,0,0,0,1,0,0,0,0,0,0
674,2,0,0,0,1,0,1,1,0,0,0
675,2,0,0,0,0,0,0,0,0,0,1
676,1,0,0,0,0,0,0,1,0,0,0
677,3,0,0,1,0,0,0,1,1,0,0
678,2,0,0,0,1,0,0,0,0,0,0
679,2,0,0,0,0,0,0,0,0,0,0
680,2,1,0,0,1,0,0,1,0,0,0
681,1,0,0,0,0,0,0,0,0,0,0
682,3,1,1,0,1,0,0,0,0,0,0
683,2,0,0,0,0,0,0,0,0,0,1
684,2,0,0,0,0,0,0,0,0,0,0
685,3,0,1,0,1,0,1,0,0,0,0
686,3,0,0,0,1,0,0,0,0,0,0
687,3,0,1,0,1,0,1,0,0,0,0
688,2,0,0,0,0,0,0,0,0,0,0
689,0,1,0,0,0,0,0,0,0,0,0
690,2,0,0,0,0,0,0,0,0,0,0
691,1,0,0,0,0,0,0,0,0,0,0
692,2,0,0,0,0,0,0,0,0,0,0
693,3,0,0,1,0,0,0,0,0,0,1
694,1,0,0,0,0,0,0,0,0,0,0
695,2,0,0,0,0,0,0,0,0,0,0
696,3,0,0,0,1,0,0,0,0,0,0
697,2,0,0,0,0,0,0,0,0,0,0
698,0,0,0,0,0,0,0,0,0,0,0
699,3,0,0,1,0,1,0,1,0,0,0
700,0,1,0,0,0,0,0,0,0,0,0
701,2,0,0,1,0,0,0,0,0,0,0
702,1,0,0,0,0,0,0,1,0,0,0
703,2,0,0,0,1,0,0,0,0,0,0
704,3,0,1,1,0,0,1,0,0,0,0
705,3,0,1,0,1,0,0,0,0,1,0
706,1,0,0,0,0,0,0,0,0,0,0
707,3,0,1,1,0,0,0,0,0,0,0
708,3,0,0,1,0,0,0,1,1,0,0
709,3,0,1,0,1,0,0,0,0,0,0
710,2,0,0,0,1,0,0,0,0,0,0
711,1,1,0,0,0,0,0,0,0,0,1
712,3,0,1,0,0,0,1,0,0,0,0
713,2,0,0,0,0,0,0,0,0,1,0
714,2,0,0,0,0,0,0,0,0,1,0
715,2,0,0,0,0,0,0,0,0,0,0
716,1,0,0,0,0,0,0,0,0,0,0
717,2,0,0,0,1,0,0,0,0,0,0
718,3,0,0,1,0,0,1,1,0,0,0
719,2,0,0,0,1,0,0,0,0,0,0
720,3,0,1,0,1,0,0,1,1,0,0
721,2,0,0,0,0,0,1,0,0,0,1
722,1,0,0,0,0,0,0,0,0,0,0
723,2,0,0,0,0,0,0,0,0,0,0
724,2,0,0,0,1,0,0,0,0,0,0
725,3,0,1,1,0,0,0,1,1,0,0
726,2,0,0,0,1,0,0,1,0,0,0
727,1,0,0,0,0,0,0,0,0,0,0
728,0,1,0,0,0,0,0,0,0,0,0
729,3,0,1,0,1,0,1,0,0,0,0
730,2,0,0,0,0,0,0,0,0,0,1
731,1,0,0,0,0,0,0,0,0,0,0
732,1,0,0,0,0,0,0,0,0,0,0
733,1,0,0,0,0,0,0,0,0,0,0
734,1,0,0,0,0,0,0,0,0,0,0
735,2,0,0,0,0,0,0,0,0,0,0
736,3,0,1,1,0,0,1,1,0,1,0
737,2,0,0,1,0,0,0,0,0,0,1
738,0,1,0,0,0,0,0,0,0,0,0
739,2,0,0,1,0,0,0,0,0,0,0
740,0,0,0,0,0,1,0,0,0,0,0
741,1,0,0,0,0,0,0,0,0,0,0
742,2,0,0,0,0,0,0,0,0,1,0
743,0,1,0,0,0,0,0,0,0,0,0
744,2,1,0,0,1,0,0,0,0,0,0
745,2,0,0,0,0,0,0,0,0,0,0
746,3,0,1,0,1,0,1,0,0,1,1
747,1,0,0,0,0,0,0,0,0,0,0
748,1,0,0,0,0,0,0,0,0,0,0
749,3,0,1,0,1,0,0,0,0,0,0
750,2,0,0,1,0,0,0,0,0,0,0
751,1,0,0,0,0,0,0,0,0,0,0
752,1,0,0,0,0,1,0,0,0,0,0
753,0,1,0,0,0,0,0,0,0,0,0
754,0,1,0,0,0,0,0,0,0,0,0
755,2,0,0,0,1,0,0,0,0,0,0
756,1,0,0,0,0,0,0,0,0,0,0
757,1,0,0,0,0,0,0,0,0,0,0
758,2,0,0,0,0,0,0,1,0,0,0
759,2,0,0,0,0,0,0,0,0,0,0
760,1,0,0,0,0,1,0,0,0,0,0
761,3,0,1,0,0,0,1,0,0,0,0
762,1,0,0,0,0,0,0,0,0,0,0
763,3,0,1,0,1,0,0,0,0,0,0
764,2,0,0,0,1,0,0,0,0,0,0
765,1,0,0,0,0,0,0,0,0,0,0
766,3,0,0,1,0,0,0,0,0,0,1
767,1,0,0,0,0,0,0,0,0,0,1
768,1,1,0,0,0,0,0,0,0,0,0
769,2,0,0,0,0,0,0,0,0,0,0
770,2,0,0,0,0,0,0,0,0,0,0
771,0,1,0,0,0,0,0,0,0,0,0
772,2,0,0,0,0,0,0,0,0,0,0
773,2,0,0,0,0,0,0,0,0,0,1
774,3,0,1,0,1,0,0,0,0,0,1
775,2,0,0,0,1,0,0,0,0,0,0
776,0,1,0,0,0,0,0,0,0,0,0
777,3,0,1,0,0,0,0,0,0,0,0
778,2,0,0,0,0,0,0,0,0,1,0
779,0,0,0,0,0,0,0,0,0,0,0
780,2,0,0,0,0,0,0,0,0,0,0
781,2,1,0,0,1,0,0,0,0,0,0
782,2,0,0,1,0,0,0,0,0,0,0
783,1,0,0,0,0,0,0,0,0,0,0
784,0,1,0,0,0,0,0,0,0,0,0
785,3,0,1,0,1,0,0,0,0,0,0
786,1,0,0,0,0,0,0,0,0,0,0
787,1,0,0,0,0,0,0,0,0,0,0
788,0,0,0,0,0,1,0,0,0,0,0
789,1,0,0,0,0,0,0,0,0,0,0
790,0,1,0,0,0,0,0,0,0,0,0
791,3,0,1,0,1,0,0,1,0,0,0
792,3,0,0,1,0,0,0,0,0,0,0
793,2,0,0,0,0,0,0,0,0,0,0
794,3,0,1,1,0,0,0,0,0,1,1
795,1,0,0,0,0,0,0,0,0,0,0
796,2,0,0,0,1,0,0,0,0,0,0
797,3,0,0,0,1,0,0,0,0,1,1
798,2,0,0,0,0,0,0,0,0,0,0
799,2,1,0,0,0,0,0,1,0,0,0
800,1,0,0,0,0,0,0,0,0,0,0
801,1,0,0,0,0,0,0,0,0,0,0
802,2,0,0,0,0,0,0,0,0,0,0
803,2,0,0,0,0,0,0,0,0,0,0
804,0,0,0,0,0,1,0,0,0,0,0
805,2,0,0,0,1,0,0,0,0,0,0
806,2,0,0,0,0,0,0,0,0,0,0
807,2,0,0,0,0,0,0,0,0,0,0
808,2,0,0,0,0,0,0,0,0,0,0
809,3,0,0,0,1,0,0,0,0,0,1
810,2,0,0,0,0,0,0,0,0,0,0
811,1,0,0,0,0,0,0,0,0,0,0
812,2,0,0,0,0,0,0,0,0,0,0
813,1,0,0,0,0,0,0,1,0,0,0
814,2,0,0,0,0,0,0,0,0,1,0
815,3,0,0,1,0,0,0,1,1,0,0
816,3,0,0,1,0,0,0,1,1,0,0
817,3,0,1,0,0,0,1,0,0,0,0
818,2,0,0,0,1,0,0,0,0,0,1
819,2,1,0,0,0,0,0,0,0,1,1
820,2,0,0,0,0,0,0,0,0,0,1
821,1,0,0,0,0,0,0,0,0,0,0
822,0,1,0,0,0,0,0,0,0,0,0
823,0,1,0,0,0,0,0,0,0,0,0
824,0,1,0,0,0,0,0,0,0,0,0
825,1,0,0,0,0,0,0,0,0,0,0
826,3,0,1,0,1,0,0,0,0,1,0
827,1,0,0,0,0,0,0,0,0,0,0
828,0,1,0,0,0,0,0,0,0,0,0
829,3,0,0,1,0,0,0,0,0,0,0
830,0,1,0,0,0,0,0,0,0,0,0
831,1,0,0,0,0,0,0,0,0,0,0
832,1,0,0,0,0,0,0,1,0,0,0
833,2,0,0,1,0,0,1,0,0,0,0
834,2,0,0,0,1,0,0,0,0,0,0
835,1,0,0,0,0,0,0,0,0,0,0
836,1,0,0,0,0,0,0,0,0,0,0
837,3,0,1,0,1,0,0,0,0,0,0
838,2,0,0,0,1,0,0,0,0,0,0
839,2,0,0,0,0,0,0,0,0,0,0
840,2,0,0,0,1,0,1,1,0,0,0
841,2,0,0,1,0,0,0,0,0,0,0
842,2,0,0,1,0,0,0,0,0,0,0
843,1,0,0,0,0,0,0,0,0,0,0
844,2,1,0,0,0,0,0,0,0,0,0
845,2,0,0,0,0,0,0,0,0,0,0
846,2,0,0,0,1,0,0,0,0,0,1
847,2,0,0,0,0,0,1,0,0,0,0
848,3,0,1,0,1,0,0,0,0,0,0
849,2,0,0,0,0,0,0,0,0,1,0
850,0,1,0,0,0,0,0,0,0,0,0
851,1,0,0,0,0,0,0,0,0,0,0
852,3,0,1,0,1,0,0,1,0,0,0
853,0,0,0,0,0,1,0,0,0,0,0
854,2,0,0,0,1,0,0,0,0,0,0
855,0,0,0,0,0,0,0,0,0,0,0
856,2,0,0,0,0,0,0,0,0,1,0
857,0,1,0,0,0,0,0,0,0,0,0
858,2,1,0,0,0,0,0,0,0,0,1
859,3,0,1,0,1,0,1,0,0,0,0
860,1,0,0,0,0,0,0,1,0,0,0
861,1,0,0,0,0,0,0,0,0,0,0
862,0,0,0,0,0,1,0,0,0,0,0
863,1,0,0,0,0,0,0,0,0,0,0
864,1,0,0,0,0,0,0,1,0,0,0
865,2,0,0,0,0,0,0,0,0,0,1
866,3,0,1,0,1,0,0,0,0,0,0
867,3,0,0,0,0,0,1,0,0,0,0
868,2,0,0,0,1,0,0,0,0,0,0
869,3,0,1,1,0,0,0,0,0,0,0
870,3,0,0,1,0,0,0,0,0,0,0
871,3,0,0,1,0,0,1,0,0,0,1
872,2,0,0,0,0,0,1,0,0,0,0
873,2,1,0,0,0,0,0,0,0,0,0
874,3,0,0,1,0,0,0,1,1,0,0
875,3,0,1,0,1,0,0,0,0,0,0
876,3,0,0,1,0,0,1,1,0,0,0
877,3,0,1,0,1,0,0,1,0,0,0
878,3,0,0,1,0,0,0,1,1,0,0
879,0,1,0,0,0,0,0,0,0,0,0
880,0,0,0,0,0,1,0,0,0,0,0
881,1,0,0,0,0,0,0,0,0,0,0
882,3,0,1,1,0,0,0,0,0,0,0
883,2,0,0,0,0,0,0,0,0,0,1
884,3,0,1,0,1,0,0,0,0,0,0
885,0,1,0,0,0,0,0,0,0,0,0
886,3,0,0,1,0,0,0,1,1,0,0
887,2,0,0,0,0,0,0,0,0,1,1
888,2,0,0,0,0,0,0,0,0,0,0
889,1,0,0,0,0,0,0,0,0,0,0
890,1,0,0,0,0,0,0,0,0,0,0
891,3,0,1,1,0,0,0,1,0,0,0
892,3,0,0,0,1,0,0,1,0,1,0
893,0,0,0,0,0,1,0,0,0,0,0
894,3,0,1,0,1,0,0,0,0,0,0
895,0,1,0,0,0,0,0,0,0,0,0
896,0,1,0,0,0,0,0,0,0,0,0
897,1,0,0,0,0,0,0,0,0,0,0
898,1,0,0,0,0,0,0,1,0,0,0
899,0,1,0,0,0,0,0,0,0,0,0
900,1,0,0,0,0,0,0,0,0,0,0
901,3,0,1,0,1,0,0,0,0,0,0
902,3,0,1,0,1,0,0,0,0,0,0
903,0,1,0,0,0,0,0,0,0,0,0
904,3,0,0,0,1,0,0,0,0,0,0
905,3,0,1,0,1,0,0,0,0,0,0
906,0,0,0,0,0,1,0,0,0,0,0
907,1,0,0,0,0,0,0,0,0,0,0
908,0,1,0,0,0,0,0,0,0,0,0
909,2,0,0,0,1,0,0,0,0,0,0
910,0,1,0,0,0,0,0,0,0,0,0
911,2,0,0,0,0,0,0,0,0,0,0
912,3,0,0,1,0,0,0,0,0,0,0
913,0,1,0,0,0,0,0,0,0,0,0
914,2,0,0,0,0,0,0,0,0,0,0
915,2,0,0,0,1,0,0,1,0,0,0
916,2,0,0,0,0,0,0,0,0,0,1
917,1,0,0,0,0,0,0,0,0,0,0
918,2,0,0,0,0,0,0,0,0,0,0
919,2,0,0,0,1,0,0,0,0,0,0
920,3,0,1,0,1,0,0,1,0,0,0
921,1,0,0,0,0,0,0,0,0,0,0
922,0,1,0,0,0,0,0,0,0,0,0
923,2,0,0,0,0,0,0,0,0,1,0
924,3,0,1,0,1,0,0,0,0,0,0
925,0,0,0,0,0,0,0,0,0,0,0
926,0,1,0,0,0,0,0,0,0,0,0
927,0,0,0,0,0,0,0,0,0,0,0
928,2,0,0,0,0,0,0,1,0,0,0
929,3,0,0,1,0,0,0,0,0,0,0
930,2,0,0,0,1,0,0,0,0,0,0
931,1,0,0,0,0,0,0,0,0,0,0
932,0,1,0,0,0,0,0,0,0,0,0
933,2,0,0,0,0,0,0,0,0,0,0
934,2,0,0,0,0,0,0,0,0,0,0
935,3,0,1,0,1,0,0,0,0,1,0
936,1,0,0,0,0,0,0,0,0,0,0
937,2,0,0,0,0,0,0,0,0,0,0
938,2,0,0,0,1,0,0,0,0,1,0
939,1,0,0,0,0,0,0,0,0,0,0
940,3,0,1,0,1,0,1,0,0,0,0
941,1,0,0,0,0,0,0,0,0,0,0
942,1,0,0,0,0,0,0,0,0,0,0
943,3,0,0,1,0,0,0,0,0,0,0
944,3,0,0,0,1,0,1,0,0,1,0
945,2,0,0,0,0,0,0,1,0,0,0
946,2,0,0,1,0,0,0,0,0,0,0
947,3,0,0,1,0,0,0,0,0,1,1
948,0,1,0,0,0,0,0,0,0,0,0
949,2,0,0,0,1,0,0,0,0,0,0
950,3,0,1,0,1,0,0,0,0,0,0
951,3,0,1,0,0,0,0,0,0,0,0
952,1,0,0,0,0,0,0,1,0,0,0
953,2,0,0,1,0,0,1,0,0,0,0
954,2,0,0,0,0,0,0,0,0,0,0
955,2,0,0,0,1,0,0,0,0,0,0
956,0,0,0,0,0,0,0,0,0,0,0
957,3,0,1,0,1,0,0,0,0,0,0
958,1,0,0,0,0,0,0,0,0,0,0
959,2,0,0,0,1,0,0,0,0,0,0
960,3,0,1,1,0,0,0,1,0,0,0
961,3,0,1,0,1,0,0,0,0,0,0
962,2,0,0,0,1,0,0,0,0,0,0
963,0,0,0,0,0,0,0,0,0,0,0
964,1,0,0,0,0,0,0,0,1,0,0
965,1,0,0,0,0,0,0,0,0,0,0
966,0,1,0,0,0,0,0,0,0,0,0
967,1,0,0,0,0,1,0,0,0,0,0
968,2,0,0,0,1,0,0,0,0,0,0
969,0,1,0,0,0,0,0,0,0,0,0
970,0,0,0,0,0,1,0,0,0,0,0
971,1,0,0,0,0,0,0,0,0,0,0
972,0,1,0,0,0,0,0,0,0,0,0
973,2,0,0,0,0,0,0,0,0,0,0
974,2,0,0,0,0,0,0,0,0,0,0
975,2,0,0,0,0,0,0,0,0,1,0
976,2,0,0,0,1,0,0,0,0,0,0
977,3,0,0,1,0,0,0,0,0,0,1
978,2,0,0,0,0,0,0,0,0,0,0
979,1,0,0,0,0,0,0,0,0,0,0
980,0,1,0,0,0,0,0,0,0,0,0
981,2,0,0,0,0,0,0,0,0,0,0
982,2,0,0,0,0,0,0,0,0,0,1
983,0,1,0,0,0,0,0,0,0,0,0
984,1,0,0,0,0,0,0,0,0,0,0
985,2,0,0,0,1,0,0,1,0,0,0
986,1,0,0,0,0,0,0,0,0,0,0
987,1,0,0,0,0,0,0,0,0,0,0
988,1,0,0,0,0,0,0,0,0,0,1
989,3,0,0,1,0,0,0,0,0,0,1
990,1,0,0,0,0,0,0,0,0,0,0
991,0,1,0,0,0,0,0,0,0,0,0
992,2,0,0,1,0,0,0,1,0,0,0
993,1,0,0,0,0,0,0,0,0,0,0
994,2,0,0,0,1,0,0,0,0,0,0
995,3,0,0,1,0,0,0,0,0,0,0
996,2,0,0,0,1,0,0,1,0,0,0
997,1,0,0,0,0,0,0,1,0,0,0
998,0,1,0,0,0,0,0,0,0,0,0
999,3,0,0,1,0,0,0,1,1,0,0
1000,0,1,0,0,0,0,0,0,0,0,0
1001,1,0,0,0,0,0,0,0,0,0,0
1002,2,0,0,0,1,0,0,0,0,1,0
1003,1,1,0,0,0,0,0,0,0,0,0
1004,1,0,0,0,0,0,0,0,0,0,0
1005,0,1,0,0,0,0,0,0,0,0,0
1006,2,0,0,0,0,0,0,0,0,0,0
1007,2,0,0,0,1,0,0,0,0,0,0
1008,2,0,0,0,1,0,0,0,0,0,0
1009,1,0,0,0,0,0,0,1,0,0,0
1010,1,0,0,0,0,0,0,0,0,0,0
1011,2,0,0,0,0,0,0,0,0,0,0
1012,0,0,0,0,0,1,0,0,0,0,0
1013,1,0,0,0,0,0,0,0,0,0,0
1014,1,0,0,0,0,0,0,0,0,0,0
1015,2,0,0,0,1,0,0,0,0,1,0
1016,3,0,0,0,1,0,0,0,0,1,1
1017,2,0,0,0,0,0,0,0,0,0,0
1018,1,0,0,0,0,0,0,0,0,0,0
1019,2,0,0,0,0,0,0,0,0,0,0
1020,2,0,0,0,1,0,0,0,0,0,0
1021,1,0,0,0,0,0,0,0,0,0,0
1022,0,1,0,0,0,0,0,0,0,0,0
1023,2,0,0,0,0,0,0,1,0,1,0
1024,2,0,0,0,0,0,0,0,0,0,1
1025,0,1,0,0,0,0,0,0,0,0,0
1026,0,1,0,0,0,0,0,0,0,0,0
1027,3,0,1,1,0,0,0,0,0,0,0
1028,3,0,0,1,0,0,0,1,0,0,0
1029,3,0,1,0,1,0,0,0,0,0,0
1030,2,0,0,0,1,0,0,0,0,0,0
1031,2,0,0,0,0,0,0,0,0,0,0
1032,1,0,0,0,0,0,0,0,0,0,1
1033,3,0,1,1,0,0,0,1,0,1,0
1034,2,0,0,0,1,0,0,1,0,0,0
1035,2,0,0,0,1,0,0,0,0,0,0
1036,3,0,1,0,1,0,0,0,0,1,0
1037,2,0,0,0,1,0,0,0,0,0,0
1038,2,0,0,0,1,0,0,1,0,0,0
1039,1,0,0,0,0,0,0,1,0,0,0
1040,2,0,0,0,0,0,0,0,0,0,0
1041,1,0,0,0,0,0,0,0,0,0,0
1042,1,0,0,0,0,1,0,0,0,0,0
1043,0,1,0,0,0,0,0,0,0,0,0
1044,2,0,0,0,0,0,0,1,0,0,0
1045,2,0,0,0,1,0,0,0,0,1,0
1046,2,0,0,0,1,0,0,0,0,0,0
1047,1,0,0,0,0,0,0,0,0,0,0
1048,2,0,0,0,0,0,0,0,0,0,0
1049,0,0,0,0,0,0,0,0,0,0,0
1050,1,0,0,0,0,0,0,0,0,0,0
1051,1,0,0,0,0,0,0,0,0,0,0
1052,2,0,0,1,0,0,0,0,0,0,0
1053,1,0,0,0,0,0,0,0,0,0,1
1054,0,1,0,0,0,0,0,0,0,0,0
1055,0,1,0,0,0,0,0,0,0,0,0
1056,2,0,0,0,1,0,0,0,0,0,0
1057,2,0,0,1,0,0,0,0,0,0,0
1058,3,0,1,0,1,0,0,0,0,0,0
1059,2,0,0,0,0,0,0,0,0,1,0
1060,3,0,0,1,0,0,0,0,1,0,1
1061,3,0,0,1,0,0,0,0,1,0,1
1062,1,0,0,0,0,0,0,0,0,0,0
1063,2,1,0,1,0,0,0,0,0,0,0
1064,1,0,0,0,0,0,0,0,0,0,0
1065,0,0,0,0,0,0,0,0,0,0,0
1066,1,0,0,0,0,0,0,0,0,0,0
1067,1,0,0,0,0,0,0,0,0,0,0
1068,2,0,0,0,0,0,0,0,0,0,0
1069,3,0,1,1,0,0,0,1,1,0,0
1070,2,0,0,0,1,0,0,0,0,0,0
1071,3,0,1,0,1,0,0,0,0,0,0
1072,2,0,0,0,1,0,0,0,0,0,0
1073,0,0,0,0,0,0,0,0,0,0,0
1074,2,0,0,0,0,0,0,1,0,0,0
1075,1,0,0,0,0,0,0,0,0,0,0
1076,0,1,0,0,0,0,0,0,0,0,0
1077,1,0,0,0,0,0,0,0,0,0,0
1078,0,1,0,0,0,0,0,0,0,0,0
1079,1,0,0,0,0,0,0,0,0,0,0
1080,2,0,0,1,0,0,0,0,0,0,1
1081,1,0,0,0,0,0,0,0,0,0,0
1082,0,1,0,0,0,0,0,0,0,0,0
1083,3,0,0,1,0,0,0,1,1,0,0
1084,2,0,0,0,1,0,0,1,0,0,0
1085,0,0,0,0,0,0,0,0,0,0,0
1086,0,0,0,0,0,0,0,0,0,0,0
1087,2,0,0,0,1,0,0,0,0,0,0
1088,3,0,1,0,0,0,0,0,0,0,0
1089,1,0,0,0,0,0,0,0,0,0,1
1090,3,0,0,0,1,0,0,1,0,0,1
1091,0,0,0,0,0,0,0,0,0,0,0
1092,2,1,0,0,0,0,0,0,0,0,0
1093,0,1,0,0,0,0,0,0,0,0,0
1094,2,0,1,0,0,0,0,0,0,0,0
1095,1,0,0,0,0,0,0,0,0,0,1
1096,0,1,0,0,0,0,0,0,0,0,0
1097,2,0,0,0,0,0,0,0,0,1,0
1098,3,0,0,0,1,0,1,0,0,1,0
1099,2,0,0,0,0,0,0,0,0,0,0
1100,2,0,0,0,0,0,0,0,0,0,1
1101,1,0,0,0,0,0,0,0,0,0,0
1102,0,0,0,0,0,0,0,0,0,0,0
1103,2,0,0,0,1,0,0,0,0,0,0
1104,0,1,0,0,0,0,0,0,0,0,0
1105,3,0,1,1,0,0,0,0,0,1,0
1106,2,0,0,0,0,0,0,0,0,0,1
1107,2,0,0,0,0,0,0,0,0,0,0
1108,3,0,0,0,1,0,0,0,0,1,0
1109,1,0,0,0,0,0,0,0,0,0,1
1110,1,0,0,0,0,0,0,0,0,0,0
1111,2,0,0,1,0,0,0,0,0,0,0
1112,2,0,0,0,0,0,0,0,0,0,0
1113,1,0,0,0,0,0,0,0,0,0,0
1114,0,1,0,0,0,0,0,0,0,0,0
1115,0,1,0,0,0,0,0,0,0,0,0
1116,2,0,0,0,0,0,0,1,0,0,0
1117,0,1,0,0,0,0,0,0,0,0,0
1118,1,0,0,0,0,0,0,0,0,0,0
1119,1,0,0,0,0,0,0,1,0,0,0
1120,0,1,0,0,0,0,0,0,0,0,0
1121,3,0,0,1,0,0,0,0,0,0,1
1122,1,0,0,0,0,0,0,0,0,0,0
1123,1,0,0,0,0,0,0,0,0,0,0
1124,3,0,0,1,0,0,0,0,0,0,0
1125,2,0,0,0,0,0,0,0,0,0,0
1126,2,1,0,0,1,0,0,0,0,0,0
1127,2,0,0,0,0,0,0,0,0,0,0
1128,2,0,0,1,0,0,0,0,0,0,0
1129,2,0,1,0,1,0,0,1,1,0,0
1130,2,0,0,0,1,0,0,0,0,0,0
1131,0,1,0,0,0,0,0,0,0,0,0
1132,0,0,0,0,0,1,0,0,0,0,0
1133,1,0,0,0,0,0,0,0,0,0,0
1134,2,1,0,0,1,0,0,1,0,0,0
1135,2,1,0,0,0,0,0,0,0,0,1
1136,1,0,0,0,0,0,0,0,0,0,0
1137,2,0,0,0,1,0,0,0,0,0,0
1138,2,0,0,0,1,0,0,0,0,0,0
1139,3,0,1,1,0,0,0,0,0,0,0
1140,2,0,0,0,1,0,0,1,0,0,0
1141,2,0,0,0,0,0,0,0,0,0,1
1142,0,0,0,0,0,1,0,0,0,0,0
1143,2,0,0,0,0,0,0,0,0,0,1
1144,3,0,1,1,0,0,0,0,0,1,0
1145,0,0,0,0,0,1,0,0,0,0,0
1146,1,0,0,0,0,0,0,0,0,0,1
1147,1,0,0,0,0,0,0,0,0,0,0
1148,3,0,0,1,0,0,0,1,1,0,0
1149,0,0,0,0,0,1,0,0,0,0,0
1150,1,0,0,0,0,0,0,0,0,0,0
