,mild_cartoon_violence,mild_fantasy_violence,mild_language,mild_lyrics,mild_violence,no_descriptors,nudity,partial_nudity,sexual_content,sexual_themes,simulated_gambling,strong_language,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,esrb_rating
272,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
273,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
275,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
276,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
277,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
278,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
280,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
281,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1
282,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
285,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
286,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
287,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
288,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
289,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
290,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
291,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
292,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
293,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3
294,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
295,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
296,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3
297,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
298,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
299,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
300,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3
301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
303,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
304,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
305,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
307,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
309,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
310,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
312,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
313,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
314,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
317,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
318,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
320,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
324,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
325,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3
326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
329,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
330,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
331,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
335,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2
336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
337,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2
338,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
339,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
340,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
342,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2
343,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
344,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
345,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
346,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
347,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
349,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
350,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
351,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
353,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,2
354,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
355,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
356,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
357,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
359,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
360,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
364,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
365,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
366,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
367,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
369,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
370,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
371,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
372,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
373,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3
374,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
376,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
377,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
378,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
380,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
383,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
384,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
386,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
388,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
389,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
390,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
392,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
393,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
395,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
396,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
