,mild_blood,mild_fantasy_violence,mild_language,mild_suggestive_themes,mild_violence,no_descriptors,nudity,partial_nudity,sexual_content,sexual_themes,simulated_gambling,strong_language,suggestive_themes,use_of_alcohol,use_of_drugs_and_alcohol,esrb_rating
546,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
387,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
353,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2
83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1811,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
317,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1618,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
279,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1301,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
194,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
872,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2
981,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
62,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
849,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1187,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
1339,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
504,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
373,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3
1116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
922,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
99,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
575,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
1795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1745,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
51,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
338,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
715,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
692,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1757,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
485,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
537,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2
647,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1786,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
440,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
1703,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
562,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
515,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1804,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
830,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1280,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1030,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
172,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
839,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2
982,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1197,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
168,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
441,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1302,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3
1634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
266,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
102,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
439,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
15,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
841,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
898,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1442,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
907,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
707,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
593,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1739,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3
1459,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
871,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3
1101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
760,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1447,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1
506,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
242,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1400,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
634,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,3
1026,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
963,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
863,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
42,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
1215,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
663,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,2
645,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
870,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3
1707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
319,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1244,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
574,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
1712,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1528,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
831,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1828,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
970,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
447,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1858,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2
858,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
367,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1595,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
1684,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1785,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1676,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
785,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3
1537,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1099,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
558,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,3
171,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1029,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1183,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
601,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
607,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
414,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,3
1649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1220,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
512,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
321,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1464,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1711,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
701,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1682,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1765,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
476,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3
1837,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1348,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
679,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
531,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1834,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1591,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1178,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
463,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
1081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
50,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1089,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1728,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1078,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1632,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
744,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2
427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3
115,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
379,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
509,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
103,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
758,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
240,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1387,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1801,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3
532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
887,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1641,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3
11,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
374,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1607,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1417,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1206,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1097,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1883,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
771,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
623,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1630,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
238,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
553,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
217,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
563,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1579,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
1553,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
976,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
127,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
560,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
1217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1316,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1145,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
1258,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1560,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
1686,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
725,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1129,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
1313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
304,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3
327,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1323,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
1776,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
454,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
802,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1646,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
167,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1165,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
431,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
339,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
457,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
652,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
946,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
985,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,2
793,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
539,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2
900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
98,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1890,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,3
1787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1664,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1842,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
501,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
226,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
1497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
672,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
1205,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1403,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
511,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1831,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
605,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
717,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
604,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
583,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
245,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1269,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
936,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
1699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
567,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
937,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1260,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1
481,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
520,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
1813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1685,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
538,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1849,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3
34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
525,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
141,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
1245,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1881,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3
1110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1797,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1835,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
738,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
310,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
733,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1240,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
773,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
840,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
65,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
273,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2
1588,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
124,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
1002,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1251,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,3
13,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
770,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
429,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2
1188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1458,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1576,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
1185,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
275,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3
818,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
398,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
742,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2
1763,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1394,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1401,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
105,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,3
246,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
1144,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
1533,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
1277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1398,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3
1505,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
783,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
917,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1502,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
450,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
185,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
1347,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,3
1000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1308,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1672,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3
84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1661,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1132,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
920,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1674,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1614,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
39,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
862,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1738,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
203,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,2
1567,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3
1010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
594,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1612,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
1833,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3
1181,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1871,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,3
1562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
886,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1053,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
1892,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
210,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1180,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1753,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1031,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
